content
"Presiden Joko Widodo secara resmi meluncurkan, platform metaverse yang terhubung dengan Ibu Kota Nusantara (IKN) di Djakarta Theatre, Jakarta, Jumat (28/10/2022).

Pray for Itaewon Rest In Peace Kanjuruhan Pare Pagii
#PrayForSouthKorea
#JokowiPresidenku
#JokowiHebat https://t.co/IuXkyhXS6f"
Gimana Rasanya Jadi Warga Metaverse Ibu Kota Negara Baru Jagat Nusantara (pt.1) https://t.co/E7gJ7ID11Q
"Presiden Joko Widodo resmi meluncurkan metaverse yang terhubung dengan Ibu Kota Nusantara (IKN) ""Jagat Nusantara"" tepat di hari Sumpah Pemuda, Jumat (28/10/2022). https://t.co/JSMVcLbzBT

#BeritaSonora via @kompascom"
"#SonoraPagi 
Presiden Joko Widodo resmi meluncurkan metaverse yang terhubung dengan Ibu Kota Nusantara (IKN) ""Jagat Nusantara"" tepat di hari Sumpah Pemuda, Jumat (28/10/2022).

https://t.co/OpWrsq7uVk"
"Presiden Jokowi gas poll Infrastruktur, Menteri Basuki menerangkan Bendungan Sepaku Simoi dibangun untuk penyediaan air baku di Ibu Kota Nusantara dan Balikpapan. https://t.co/8fKMPLOGgP"
"Presiden Joko Widodo menelusuri jalur logistik IKN dengan menggunakan KRI Escolar-871 untuk menuju Pelabuhan Cita Sabut, Kecamatan Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur, yang merupakan lokasi Ibu Kota Nusantara. 

#IbukotaNegara
#IKN
#SemangatNusantara https://t.co/WHT1V5LKeU"
Jagat Memungkinkan Anda Untuk Melanjutkan Perjalanan Ke Ibu Kota Nusantara https://t.co/kmdaQzLTbG
Kementerian PUPR mulai membangun infrastruktur dasar pendukung Kawasan Inti Pusat Pemerintahan (KIPP) IKN Nusantara (ibu kota baru). Begini penampakannya. https://t.co/U6S7bTHRBW
"Wakil Menteri Pariwisata dan Ekonomi Kreatif Angela Tanoesoedibjo, dan Kepala Badan Otorita Ibu Kota Nusantara Bambang Susantono. https://t.co/KM5WTO2whs"
"""Para seniman Tanah Air juga dapat berkreasi dan menikmati hasilnya seperti konser musik. Kita juga bisa berolahraga, akan menjadi pengalaman bersama yang seru. Ayo generasi muda mari kita membangun Ibu Kota Nusantara bersama-sama melalui inovasi dan kreativitas,"" ungkapnya. https://t.co/VK6WCTG0sz"
"Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara. Di sini kita akan berkumpul, berkreasi, bersosialisasi dengan saudara-saudara kita,"" ucap Presiden dalam video tersebut. https://t.co/bSMkPMnZHf"
"Setelah itu, layar menampilkan Presiden Jokowi versi avatar yang kemudian mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital. Dalam video tersebut, Presiden Jokowi juga mengajak para generasi muda untuk bersatu, bertepatan dengan momen Hari Sumpah Pemuda. https://t.co/wcnYQV1ObK"
"Menteri PUPR Basuki Hadimuljono menyampaikan, Bendungan Sepaku Semoi diproyeksikan sebagai infrastruktur penyediaan kebutuhan air baku dan pengendalian banjir di kawasan Ibu Kota Nusantara (IKN).

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿 https://t.co/wgQFiKm1uR"
"Menteri PUPR Basuki Hadimuljono menyampaikan, Bendungan Sepaku Semoi diproyeksikan sebagai infrastruktur penyediaan kebutuhan air baku dan pengendalian banjir di kawasan Ibu Kota Nusantara (IKN).

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗜𝗻𝗳𝗿𝗮𝘀𝘁𝗿𝘂𝗸𝘁𝘂𝗿 https://t.co/WTlskV0uxP"
"Menteri Ketenagekerjaan Ida Fauziyah mengungkapkan, kebutuhan tenaga kerja untuk pembangunan Ibu Kota Nusantara (IKN) akan di sesuaikan.

𝗝𝗼𝗸𝗼𝘄𝗶 𝗚𝗮𝘀 𝗣𝗼𝗹 𝗣𝗲𝗻𝘆𝗲𝗿𝗮𝗽𝗮𝗻 𝗧𝗲𝗻𝗮𝗴𝗮 𝗞𝗲𝗿𝗷𝗮 https://t.co/zTjpmscTpy"
"Metaverse IKN Nusantara ini adalah hasil kolaborasi berbagai anak nusa untuk mendukung pembangunan ibu kota negara baru.
#이태원사고 
Rest In Peace 
Malam Minggu Malam Minggu
Kanjuruhan https://t.co/DAoiBVc7jo"
"Metaverse IKN Nusantara ini adalah hasil kolaborasi berbagai anak nusa untuk mendukung pembangunan ibu kota negara baru.
#이태원사고 
Rest In Peace 
Malam Minggu Malam Minggu
Kanjuruhan https://t.co/GyPFnzU66v"
"Metaverse IKN Nusantara ini adalah hasil kolaborasi berbagai anak nusa untuk mendukung pembangunan ibu kota negara baru.
#이태원사고 
Rest In Peace 
Malam Minggu Malam Minggu
Kanjuruhan https://t.co/MwAeUmMILW"
"Nah, ini salah satunya. Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara #DorongPerekonomianNKRI #IKNDukungEkonomiHijau https://t.co/6IeLhV00ZZ"
"Untuk pembangunan Ibu Kota Negara (IKN) Nusantara Tahap 1, ada komitmen investasi sebesar Rp 200 Triliun.  #DorongPerekonomianNKRI #IKNDukungEkonomiHijau https://t.co/3L5UyHFCji"
"Nah, ini salah satunya. Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara  #DorongPerekonomianNKRI #IKNDukungEkonomiHijau https://t.co/CDnRarXzx7"
"Nah, ini salah satunya. Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara #DorongPerekonomianNKRI #IKNDukungEkonomiHijau https://t.co/5488JT7I40"
"Pemerintah optimis ekonomi 2022 5,8 memprediksi pertumbuhan akan naik menjadi 5,3% pada 2023 Ayo generasi muda mari kita membangun Ibu Kota Nusantara bersama-sama melalui inovasi dan kreativitas #DorongPerekonomianNKRI #IKNDukungEkonomiHijau
#Bgfdska https://t.co/kP3Zk9w0RH"
"Setelah itu, layar menampilkan Presiden Jokowi versi avatar yang kemudian mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital #DorongPerekonomianNKRI #IKNNusantara
#hvjhjjghfdf https://t.co/LJmiY7FWnD"
"Nah, ini salah satunya. Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara #DorongPerekonomianNKRI #IKNDukungEkonomiHijau
#sdggxxcvjk https://t.co/k2dWtihkSB"
Liat Ibu Kota Nusantara Versi Metaverse 【Jagat Nusantara】 https://t.co/r5TPRXi2Dg
"Jokowi Gas Pol Infrastruktur - Bendungan Sepaku Semoi dibangun untuk Ibu Kota Nusantara &amp; Balikpapan
@jokowi https://t.co/YnPsk0MV0s"
"Presiden Joko Widodo meninjau pembangunan infrastruktur kawasan Ibu Kota Nusantara (IKN), di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Selasa, 25 Oktober 2022. 
@jokowi https://t.co/KmMzqe5XQ2"
"Menunjang pembangunan infrastruktur di Ibu Kota Nusantara (IKN), PT Brantas Abipraya (Persero) Bendungan Sepaku Semoi di Desa Tengin Baru, Kecamatan Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur.
https://t.co/RfIfKvGpSP"
"Pemerintah menyiapkan kompetensi para calon pekerja yang akan bersama-sama membangun Ibu Kota Nusantara.

@jokowi Gas Pol Penyerapan Tenaga Kerja https://t.co/geYrK6r2es"
"Bendungan Sepaku nantinya sangat berperan penting untuk Ibu Kota Nusantara &amp; Balikpapan.

@jokowi Gas Pol Infrastruktur https://t.co/yWNw7V7x8D"
"Setibanya di Pelabuhan Cita Sabut, Kecamatan Sepaku, Kabupaten Penajam Paser Utara, Presiden dan rombongan akan menuju Titik Nol (0) Ibu Kota Nusantara (IKN), yang ada di Kabupaten Penajam Paser Utara. https://t.co/fgbphbxRo9"
Jagat Hadirkan Dunia Virtual Ibu Kota Nusantara https://t.co/MqcZtxFVGo
"Presiden @jokowi &amp; para pemuda memasuki Ibu Kota Nusantara (IKN) versi digital,lalu mengajak mereka bersatu di Hari Sumpah Pemuda. Adegan itu tampil di layar saat Presiden meluncurkan platform digital berbasis interaksi sosial di dunia virtual ""Jagat Nusantara"", Jumat (28/10/22)."
"Presiden Jokowi mengajak para pemuda memasuki Ibu Kota Nusantara versi digital,lalu mengajak mereka bersatu di Hari Sumpah Pemuda. Itu adalah adegan di layar saat Presiden meluncurkan platform digital berbasis interaksi sosial di dunia virtual ""Jagat Nusantara"",Jumat (28/10/22)."
"Tenaga kerja di Ibu Kota Nusantara disesuaikan dengan kebutuhan, pemerintah juga menyiapkan melalui pelatihan-pelatihan. Baik di Balai Pelatihan Vokasi Samarinda maupun Balai Pelatihan Vokasi lainnya. https://t.co/Phyd1vR0dT"
"""Para seniman Tanah Air juga dapat berkreasi dan menikmati hasilnya seperti konser musik. Kita juga bisa berolahraga, akan menjadi pengalaman bersama yang seru. Ayo generasi muda mari kita membangun Ibu Kota Nusantara bersama² melalui inovasi dan kreativitas,"" ungkap presiden. https://t.co/Z1eIbqvvZH"
"""Dengan mengucapkan Bismillahirahmanirrahim, pada sore hari ini secara resmi saya luncurkan Jagat Nusantara,"" ujar Presiden @jokowi.
.
Setelah itu, layar menampilkan Presiden Jokowi versi avatar yang kemudian mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital. https://t.co/fVIp11UzYK"
Presiden @jokowi meluncurkan platform dunia digital atau metaverse yang terhubung dengan Ibu Kota Nusantara (IKN). Platform dunia digital ini bernama Jagat Nusantara. Platform ini diluncurkan bertepatan dengan hari Sumpah Pemuda yaitu pada tanggal 28 Oktober 2022. https://t.co/5Myr6bt9Cn
"Luncurkan Platform Digital Jagat Nusantara, Presiden Jokowi: Selamat Datang di Ibu Kota Nusantara: ASKARA - Presiden Joko Widodo meluncurkan platform digital berbasis interaksi sosial di dunia virtual bernama Jagat Nusantara. Acara peluncuran tersebut… https://t.co/hqHtZMub5g"
"Turut hadir dalam acara tersebut yaitu Menteri Sek. Negara Pratikno, Menteri BUMN Erick Thohir, Menteri Koperasi &amp; Usaha Kecil Menengah Teten Masduki, Wakil Menteri Pariwisata &amp; Ekonomi Kreatif Angela Tanoesoedibjo, dan Kepala Badan Otorita Ibu Kota Nusantara Bambang Susantono."
"Tinjau Pembangunan Infrastruktur IKN, Presiden Jokowi: Ini Progres yang Baik

Presiden Jokowi meninjau pembangunan infrastruktur kawasan Ibu Kota Nusantara (IKN), di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Selasa, 25 Oktober 2022. https://t.co/aZJNg429um"
"Luncurkan IKN Versi Virtual,Jokowi: Selamat Datang Di Ibu Kota Nusantara https://t.co/y10IzAmNmx"
"Selasa, 25 Oktober 2022, Presiden Jokowi mengunjungi Ibu Kota Nusantara (IKN) melalui jalur laut dengan menggunakan KRI Escolar - 871. Jarak dari Pelabuhan Semayang, Kota Balikpapan ke Pelabuhan Cita Sabut, Kecamatan Sepaku, Kabupaten Penajam Paser Utara ditempuh selama 1 jam. https://t.co/70Io1ItjT9"
@OposisiCerdas Makan tu ikn...ibu kota nusantara....hahaha...kalau nkri ibu kota nya DKI Jakarta....bro....
"Presiden @jokowi versi avatar  mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital saat Luncurkan Platform Digital Jagat Nusantara.

Keren yaa😍 https://t.co/PIgRm9JYr9"
"info lagii!! kalian udh bisa jalan-jalan ke Ibu Kota Nusantara secara virtual lewat Jagat. Gaslah, mumpung masih gratis heheh #SatuNusaSatuJagat"
"Wah bangga banget sekarang ada aplikasi dunia virtual pertama di Indonesia. Kapan lagi ya kan, kalian bisa jalan jalan ke ibu kota Nusantara lewat aplikasi Jagat. 
#SatuNusaSatuJagat"
"@papa_loren Mudah"" an berbalik....ikn itu ibu kota nusantara....kalau nkri ibukota nya DKI Jakarta.....silahkan gubernur mau nya apa silahkan jangan keluarin sumpah serapah....kalau orang di pulau jawa ngeluarin sumpah palapa gimana...mau apa elu...nanti penghuni nya wna china disana"
"""Dengan mengucapkan bismillahirahmanirrahim, pada sore hari ini secara resmi saya luncurkan Jagat Nusantara,"" ujar Presiden Jokowi.

Setelah itu, layar menampilkan Presiden Jokowi versi avatar yang kemudian mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital."
"Menteri BUMN Erick Thohir meminta jangan ada persepsi pemerintah pusat meninggalkan DKI Jakarta lantaran ada program ibu kota baru, IKN Nusantara. https://t.co/jonjAKUGun"
"Setidaknya, kini sudah ada 9 perusahaan rintisan yang memiliki dunia virtual di platform yang terhubung dengan Ibu Kota Nusantara (IKN) itu. https://t.co/JzI64HWx5a"
"Jagatio merupakan platforn dunia virtual pertama di Indonesia yang terhubung dengan kota nyata, yakni Ibu Kota Nusantara (IKN) 
""Sumatera Utara""
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/WfEtxmdn9K"
"Jagatio merupakan platforn dunia virtual pertama di Indonesia yang terhubung dengan kota nyata, yakni Ibu Kota Nusantara (IKN) 
""Sumatera Utara""
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/j2JBpAyGcp"
"Kerennya Indonesia kita...🙏💖

Presiden Joko Widodo meluncurkan metaverse khusus Ibu Kota Negara (IKN) Nusantara bernama Jagat Nusantara.

Baca artikel CNN Indonesia ""Jokowi Luncurkan Metaverse IKN Bernama Jagat Nusantara"" selengkapnya di sini: https://t.co/XCCDFc2DPS."
"Kerennya Indonesia kita...🙏💖

Presiden Joko Widodo meluncurkan metaverse khusus Ibu Kota Negara (IKN) Nusantara bernama Jagat Nusantara.

Baca artikel CNN Indonesia ""Jokowi Luncurkan Metaverse IKN Bernama Jagat Nusantara"" selengkapnya di sini: https://t.co/XCCDFcjGRS."
"Masih Gratis, Anda Bisa Jalan-jalan ke Ibu Kota Nusantara Lewat Jagat https://t.co/9Jat6rrHPD"
"Presiden Jokowi meninjau pembangunan infrastruktur kawasan Ibu Kota Nusantara (IKN), di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Selasa, 25 Oktober 2022. https://t.co/9kzgCsJ06v"
"""Para seniman Tanah Air jg dapat berkreasi &amp; menikmati hasilnya seperti konser musik. Kita juga bisa berolahraga, akan menjadi pengalaman bersama yg seru. Ayo generasi muda mari kita membangun Ibu Kota Nusantara bersama-sama melalui inovasi &amp; kreativitas,"" ungkap Presiden Jokowi. https://t.co/RFBPPj1eVw"
"Layar menampilkan Presiden Jokowi versi avatar yang kemudian mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital. Dalam video tersebut, Presiden Jokowi juga mengajak para generasi muda untuk bersatu, bertepatan dengan momen Hari Sumpah Pemuda. https://t.co/dIfIug5bS5"
Presiden Jokowi versi avatar akan mengajak para peserta memasuki Ibu Kota Nusantara (IKN) versi digital. https://t.co/50jb54Qv5Y
"Ada yang berbeda dalam kunjungan Presiden Joko Widodo ke Ibu Kota Nusantara (IKN) pada Selasa, 25 Oktober 2022. Biasanya Presiden dan rombongan menggunakan jalur darat dari Balikpapan ke IKN dengan waktu tempuh selama 2 jam. https://t.co/vUqfpmgvW7"
"INFO - Jagat Nusantara tampilkan dunia virtual Ibu Kota Negara baru!

Aceh Mendukung ❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/VWtpDLKmta"
"NEWS - Jagat Nusantara tampilkan dunia virtual Ibu Kota Negara baru!

Aceh Mendukung ❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/x29CGPqbPE"
"Ibu kota negara (IKN) akan pindah ke Nusantara yang terletak di Penajam, Paser Utara, Kaltim. Bila sudah resmi pindah, bagaimana nasib DKI Jakarta? https://t.co/fmUwbEZXDj"
"Pak @erickthohir hadiri peluncuran Platform digital Jagat Nusantara Metaverse IKN 
""Generasi muda harus bersatu bangun masa depan bangsa, baik scr ekonomi riil maupun ekonomi digital, Ayo ikut saya. Kita mulai dr sini. Selamat datang di Ibu Kota Nusantara"" ucap Presiden @jokowi https://t.co/WSphHsFNvB"
@RyaWiedy @DayangIndah4 Halu
"Kunjungi Ibu Kota Nusantara di Kaltim, Jokowi: Pembangunan Akan Terlihat Januari 2023 https://t.co/zv2EZNtDyv"
"Penipuan ko semakin masif ya,setiap hari ada aja. https://t.co/LKBoHNzSDH"
"Gubernur Kaltim Isran Noor menyinggung pihak-pihak yang tak setuju terhadap pembangunan Ibu Kota Nusantara (IKN).
Ia menekankan bahwa pembangunan IKN merupakan kepentingan nasional.

*tahu sendiri mayoritas kadrun pasti tidak setuju*  🤪 https://t.co/o067BfZJIq"
"""Para generasi muda harus bersatu untuk membangun masa depan bangsa, baik secara ekonomi riil maupun ekonomi digital. Nah, ini salah satunya. Ayo ikut saya. Masa depan kita mulai dari sini. Selamat datang di Ibu Kota Nusantara"" https://t.co/YX1ARpPwVx"
"Kenalkan, namanya  ""Jagat Nusantara"" platform digital berbasis interaksi sosial di dunia virtual. Aplikasi jalan jalan virtual menuju Ibu Kota Nusantara (IKN) versi digital

@03__nakula @Leonita_Lestari @triwul82 @jokowi https://t.co/UF4YdQhkUx"
Kementerian PUPR mulai membangun infrastruktur dasar pendukung Kawasan Inti Pusat Pemerintahan (KIPP) IKN Nusantara (ibu kota baru). Begini penampakannya.  https://t.co/tvRPIcccin
Presiden Jokowi menghimbau untuk penerapan tenaga kerja di Ibu Kota Nusantara sesuai dengan kebutuhan. https://t.co/xoJqBW7NiA
#TahukahKamu? Keberadaan Jembatan Pulau Balang memiliki peran penting dalam pembangunan Ibu Kota Nusantara (IKN). https://t.co/YFf9rfdBCS
"SELAMAT DATANG Di IBU KOTA NUSANTARA

Menteri BUMN @erickthohir turut hadir dalam Acara peluncuran platform digital lokal, Jagat Nusantara digelar di Djakarta Theater, Jakarta Pusat

#BangkitBersamaET https://t.co/L8J5ilLKB2"
"Sederet pembangunan infrastruktur dasar Ibu Kota Nusantara atau IKN Nusantara di Kalimantan Timur, dimulai pada 2022 ini.
Antara lain BBPJN telah menyiapkan pembangunan sarana jalan Tol dan pendukung pembangunan infrastruktur Ibu Kota Nusantara atau IKN Nusantara https://t.co/mdvgxdor36"
"Kebijakan yg tepat dari Pakde Jokowi. 
~Benar kata pakde, Ibu kota bukan hanya simbol identitas bangsa, tetapi juga representasi kemajuan bangsa.“Ini demi terwujudnya pemerataan dan keadilan ekonomi.Ini demi visi Indonesia Maju. Indonesia yg hidup selama-lamanya.

IKN Nusantara👍 https://t.co/gipWU1BG9t"
"Infrastruktur dasar dan paling awal dibangun di IKN Nusantara adalah sumber air. Karena akan jadi nyawa ibu kota baru nanti.(Presiden Jokowi)

Ketakutan Finansial Ari Lasso
Rehan Lisa open po Halloween
#AntiTipuTipu
#JokowiPresidenku
#JokowiHebat 
#JokowiBekerja 
#Jokowi https://t.co/0qVoLEb7WN"
"Infrastruktur dasar dan paling awal dibangun di IKN Nusantara adalah sumber air. Karena akan jadi nyawa ibu kota baru nanti.(Presiden Jokowi)

Ketakutan Finansial Ari Lasso
Rehan Lisa open po Halloween
#AntiTipuTipu
#JokowiPresidenku
#JokowiHebat 
#JokowiBekerja 
#Jokowi https://t.co/8frHTk2isg"
"Infrastruktur dasar dan paling awal dibangun di IKN Nusantara adalah sumber air. Karena akan jadi nyawa ibu kota baru nanti.(Presiden Jokowi)

Ketakutan Finansial Ari Lasso
Rehan Lisa open po Halloween
#AntiTipuTipu
#JokowiPresidenku
#JokowiHebat 
#JokowiBekerja 
#Jokowi https://t.co/PMWbNsVzIE"
Kementerian PUPR mulai membangun infrastruktur dasar pendukung Kawasan Inti Pusat Pemerintahan (KIPP) IKN Nusantara (ibu kota baru). Begini penampakannya. https://t.co/wkrryFY1Dw
"Balai Besar Pelaksanaan Jalan Nasional (BBPJN) telah siapkan pembangunan sarana jalan dan pendukung pembangunan infrastruktur Ibu Kota Nusantara atau IKN Nusantara.

Selanjutnya pembangunan jalan dari Karang Joang menuju Kariangau langsung ke Pulau Balang. https://t.co/q5PMK1Dji4"
"@zarazettirazr @drnewstwit Ya,
Ibu Kota
Negara Baru 
Jagad Nusantara.😳
Inves dong Un, konsesi 160 th.😊"
