id,tweets,sentiment
1560611098373419011," from atrbpn 

Berdasarkan UU Nomor 3 Tahun 2022 tentang Ibu Kota Negara dan Perpres Nomor 62 Tahun 2022 tentang Otorita Ibu Kota Nusantara, penetapan RDTR diamanatkan dalam Peraturan Kepala Otorita IKN, Nusantara

 ",
1560602392860639232," 
Berdasarkan UndangUndang UU Nomor 3 Tahun 2022 tentang Ibu Kota Negara dan Peraturan Presiden Perpres Nomor 62 Tahun 2022 tentang Otorita Ibu Kota Nusantara, penetapan Rencana Detail Tata Ruang RDTR diamanatkan dalam Peraturan
",
1560585593070960640,"Resmikan NeuCentrIX Sepaku dan Digital Community Center, Telkom Dorong Digitalisasi Kelas Dunia di Kawasan Ibu Kota Nusantara ",
1560582366321446912,"Ayo Etam Ramaikan dan Saksikan Samboja Expo Nusantara Yang Akan Dimeriahkan Artis Ibu Kota 

20  31 Agustus 2022

Bangkit Dengan Senergi Tangguh Dalam Kolaborasi 





 ",
1560570157935652865,"Berikut kondisi terkini pembangunan jalan lingkar Ibu Kota Negara Nusantara di Sepaku, Penajam Pasar Utara saat HUT RI ke77 1782022 Sebagai bonus, di foto slide terakhir terdapat foto titik nol IKN Nusantara yang menjadi objek wisata masyarakat Kaltim 

Pic:  ",
1560566889168109568,"Ruang Terbuka Hijau RTH di Ibu Kota Nusantara dirancang sebagai bagian dari area hijau, area terbangun, dan area sirkulasi perkotaan ",
1560559640773275650,  Nyata gusurin warga miskin pinggiran ibu kota itulah sebagian kerja nyatanya mknya gk kepilih ,
1560553294803587072,Smart City Nusantara Telkom Siap Melayani Ibu Kota Nusantara  ,
1560547073245581313,"Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya Di dalamnya tak hanya berisi kantorkantor pemerintah tetapi juga sebagai motor penggerak ekonomi baru

 Presiden Indonesia Maju ",
1560528303856893952,"Presiden Jokowi meminta agar pembangunan Ibu Kota Negara Nusantara terus dijaga


 ",
1560523283593846785,Smart City Nusantara Telkom Siap Melayani Ibu Kota Nusantara ,
1560511633956298752,"Puan menuturkan, pembangunan IKN sudah menjadi amanat undangundang sesuai UndangUndang Nomor 3 tahun 2022 tentang Ibu Kota Nusantara 
NKRI Bangsa Hebat",
1560511631930449920,"DPR RI telah memberikan dukungan untuk Pembangunan Ibu Kota Negara Ibu Kota Negara, Nusantara, diharapkan dapat menjadi penggerak ekonomi Indonesia di masa depan, menjadi simbol identitas nasional, dan menjadi kota dunia ideal yang dapat menjadi acuan dunia,
NKRI Bangsa Hebat",
1560502374627610625," Balikpapan  Membangun kerukunan antar umat beragama guna menciptakan harkamtibmas yang kondusif dalam rangka mendukung pembangunan Ibu Kota Negara Nusantara, Polda Kalimantan Timur menggelar Focus Group Discussion FGD, Kamis 1882022 ",
1560501386369937408,Pembangunan Ibu kota Nusantara yes ,
1560500412876087297,"Untuk pengembangan Digital Center di Ibu Kota Nusantara akan didukung oleh klaster 6 mencakup Balikpapan, Banjarmasin, Pontianak, dan Sepaku, yang nanti mendorong implementasi Program Nasional Deployment IKN",
1560500407511568384,"Sobat, rencana pembangunan Ibu Kota Nusantara IKN bukan hanya sekadar memindahkan pusat administrasi pemerintahan Salah satu aspek penting dalam pengembangan IKN ini adalah cara pemanfaatan teknologi digital",
1560500405054087168,"Resmikan NeuCentrIX Sepaku dan Digital Community Center, Telkom Dorong Digitalisasi Kelas Dunia di Kawasan Ibu Kota Nusantara ",
1560495169124048896,"Pemerintah terus mempercepat pembangunan Ibu Kota Negara IKN Nusantara di Penajam Paser Utara, Kalimantan Timur Berbagai rancangan pembangunan IKN baru tersebut telah disiapkan dan diundangkan dalam Undangundang UU Nomor 3 Tahun 2002 tentang IKN pada 15 Februari 2022 ",
1560492809584402432,Presiden Jokowi meminta pembangunan Ibu Kota Nusantara harus berkelanjutan ,
1560484465532878848,"Banyak investor incar Ibu kota nusantara
NKRI Bangsa Hebat ",
1560476656028229632,Ibu Kota Negara IKN Nusantara berkonsep ramah lingkungan yang dapat mengembalikan kejayaan Indonesia sebagai paruparu dunia  ,
1560471798906363904,Telkom Siapkan Jaringan Internet 5G di Ibu Kota Nusantara ,
1560467369926881280,Telkom Resmikan NeuCentrIX Sepaku dan Digital Community Center Di Ibu Kota Nusantara ,
1560459543708020736," 
Dua dari tiga amanat Presiden Republik Indonesia RI yang dimandatkan kepada Menteri Agraria dan Tata RuangKepala Badan Pertanahan Nasional ATRBPN adalah terkait percepatan pendaftaran tanah dan dukungan untuk pembangunan Ibu Kota Negara IKN Nusantara ",
1560455829392064517,"Presiden jokowi meminta agar pembangunan Ibu Kota Nusantara terus dijaga
 
 ",
1560455760735539200,"Presiden jokowi meminta agar pembangunan Ibu Kota Nusantara terus dijaga
 ",
1560450119635390464,Telkom Dorong Digitalisasi Kelas Dunia di Kawasan Ibu Kota Nusantara: Hal itu ditandai dengan peresmian Micro Edge DC neuCentrIX serta implementasi infrastruktur dan Digital Community Center Desa Bukit Raya ,
1560448194861240320,Telkom resmikan NeucentrIX Sepaku di Ibu Kota Nusantara  Indotelko ,
1560430445174501376,"Presiden Jokowi meminta agar pembangunan ibu kota Nusantara terus dijaga 
 ",
1560418770660704256,"Pembangunan Ibu kota Nusantara agenda besar negara

 ",
1560417192889356289,"Presiden Jokowi meminta agar pembangunan ibu kota Nusantara terus dijaga
 ",
1560416484538531840,"Bapak presiden jokowi 
meminta agar proyek pembangunan ibu kota Nusantara terus di jaga


 ",
1560401669372133376,"Presiden Jokowi meminta agar pembangunan ibu kota nusantara terus dijaga 
  ",
1560401265581928448,Presiden Joko Widodo  Jokowi  meminta agar pembangunan Ibu Kota Nusantara IKN dijaga keberlanjutannya Jokowi menegaskan bahwa IKN bukan hanya untuk aparatur sipil negara ASN  ,
1560393527028117505,"Presiden : Pembangunan Ibu Kota Nusantara
16 Agustus 2022

    ",
1560297312387158017,Gue baru tau nama ibu kota nya nanti itu nusantara kek apa saya sudah gagal menjadi orang indo ,
1560259660552478724,"Nusantara ini ibu kota baru, tapi desain jaringan jalannya mempersulit operasional angkutan umum",
1560250177025257473,"Sejajar dengan pelan ibu kota Indonesia yang baru dikenali sebagai Ibu Kota Nusantara di Kalimantan, Kerajaan Malaysia harus mengupayakan Wilayah Sabah amp Sarawak lebih ke hadapan amp sistematik dengan pembangunan yang lebih terancang sebagai gerbang pusat ekonomi ASEAN yang baru",
1560246382501318656,"Untuk mendapatkan konsep yang sesuai, pemerintah menggelar sayembara desain konsep Ibu Kota Negara Nusantara Pemenangnya adalah karya urban plus yang mendesain konsep IKN dengan nama Nagara Rimba Nusa  ",
1560235437364477953,"Indonesia merayakan HUT ke77 Kemerdekaannya di KalimantanNusantara, ibu kota masa depan Indonesia yang baru",
1560224040396079104,"Kepala Otorita Ibu Kota Nusantara OIKN Bambang Susantono ingin mewujudkan sistem teknologi di Ibu Kota Nusantara IKN Hal 
tersebut disampaikan dalam Bincang Asik di Titik Nol di Titik Nol Ibu Kota Nusantara, Kamis 1882022 siang  ",
1560211645418598400,"Memindah Ibu Kota: Dari Jakarta, Yogyakarta Hingga Nusantara ",
1560177013851189248,"Jokowi mengatakan Pembangunan di Ibu Kota Nusantara IKN, bukan hanya diisi kantor2Pemerintah, melainkan sebagai penggerak ekonomi baru Menurutnya, pembangunan di ibu kota baru yang berlokasi di Provinsi Kalimantan Timur Kaltim tersebut juga harus dijaga keberlanjutannya ",
1560176442897338370,"Presiden Joko Widodo mengatakan pemerintah akan menggunakan anggaran pendapatan dan belanja negara APBN dalam pembangunan Ibu Kota Nusantara IKN Pemerintah akan menggunakan 20 persen dana APBN untuk pembangunan IKN Sedangkan, 80 persennya berasal dari investasi pihak swasta ",
1560174640286158848,"Secara resmi bernama Ibu Kota Nusantara disingkat IKN adalah sebuah kota terencana yang akan menggantikan posisi Jakarta sebagai ibu kota negara Indonesia mulai tahun 2024 di Kalimantan Timur

 ",
1560170823071240193,"5 Di antaranya hilirisasi dan industrialisasi sumber daya alam optimalisasi sumber energi bersih dan ekonomi hijau perlindungan hukum, sosial, politik, dan ekonomi untuk rakyat Usaha Mikro, Kecil, dan Menengah UMKM naik kelas serta Pembangunan Ibu Kota Negara, Nusantara",
1560167581860139008," FYI, provinsi di Indonesia bakal nambah lagi Kemungkinan  besar provinsi baru di Indonesia berikutnya itu Ibu Kota Nusantara amp Kapuas Raya Mungkin nantinya 37 no Suteki na Machi e  bakal ganti judul",
1560162479564619777,Proyek pembangunan Ibu Kota Negara Nusantara terus berlanjut Dikhawatirkan turut mengancam nasib masyarakat adat yang sudah turun temurun mendiami wilayah tersebut ,
1560157620278767616,"14 Pembangunan IKN
Jokowi berpesan agar pembangunan Ibu Kota Nusantara IKN dijaga keberlanjutannya
 ",
1560146098118729729,"Membangun kerukunan antar umat beragama guna menciptakan harkamtibmas yang kondusif dalam rangka mendukung pembangunan Ibu Kota Negara Nusantara, Polda Kalimantan Timur menggelar FGD

selengkapnya baca disini : 

 
 
 ",
1560125586416099328,"Ibu Kota Nusantara bukanlah sekedar ibu kota biasa, tapi kota rimba dengan pelayanan pendidikan dan kesehatan kelas dunia
",
1560110094339059712,"Ibu Kota Nusantara akan mendorong percepatan pertumbuhan ekonomi nasional melalui enam klaster ekonomi dan dua klaster pendukung, antara lain industri teknologi bersih, farmasi terintegrasi, industri pertanian berkelanjutan
Indonesia Bangkit Bertumbuh ",
1560109483606839296," humasatrbpn 

Halo , jajaran Biro Hubungan Masyarakat Kementerian ATRBPN sedang melakukan taping Podcast tentang Ibu Kota Nusantara IKN, yang dihadiri oleh Direktur Jenderal Pengadaan Tanah dan Pengembangan Pertanahanselaku narasumber, ",
1560109042332311552,"Ibu Kota Negara IKN, kini punya nama Nusantara, ada Undangundang dan sudah penetapan titik nol kawasan pusat pemerintahan Indonesia di Kalimantan Timur ini Namanya, proyek besar melibatkan modal dan lahan luas Mongabay pun ingin memotret dinamika ",
1560106223659204610,"besarnya akan digunakan untuk proyek pembangunan Ibu Kota Negara Nusantara Menteri Pekerjaan Umum dan Perumahan Rakyat mengatakan anggaran pembangunan IKN tahun 2023 mencapai Rp 20,8 triliun, meningkat Rp 5,4 triliun dibandingkan tahun ini",
1560100827204792320,"Terakhir, keberlanjutan pembangunan Ibu Kota Nusantara IKN Jokowi menyampaikan, IKN bukan hanya untuk para aparatur sipil negara tetapi juga para inovator dan para wirausahawan",
1560093054882971648,"1 Hilirisasi dan industrialisasi sumber daya alam
2 Otimalisasi sumber energi bersih dan ekonomi hijau
3 Penguatan perlindungan hukum, sosial, politik, dan ekonomi untuk rakyat
4 Dukungan bagi UMKM
5 Keberlanjutan pembangunan Ibu Kota Nusantara ",
1560076701819760641,"Keraton Kutai Kartanegara Dukung Penuh Pembangunan IKN Nusantara

Panglima Keamanan Keraton Kutai Kartanegara Ing Martadipura Aji Bambang Fadli menegaskan mendukung penuh keputusan pemerintah memindahkan Ibu Kota Negara IKN ke Kalimantan Timur

Dirgahayu Republik Indonesia ",
1560075468317282304,"49 Kelima, pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan Bukan hanya berisi kantorkantor pemerintah, tetapi juga motor penggerak ekonomi baru  ",
1560072497252380673,"Presiden  mengatakan bahwa pemindahan ibu kota dari DKI Jakarta ke Kalimantan bukan hanya  persoalan infrastruktur Program pembangunan IKN Nusantara adalah  Transformasi dalam berbagai bidang Termasuk bidang ekonomi 
Dirgahayu Republik Indonesia ",
1560070728573079553,"Peringatan HUT Ke77 RI di Titik Nol Ibu Kota Nusantara: Semangat Kemerdekaan, Kesiapan Bangun IKN ",
1560064691296436225,"Harapan Masyarakat Dengan Penetapan Nusantara Sebagai Nama Ibu kota Baru Dan Pengesahan UU IKN Akan Membawa Kemajuan

Indonesia Bangkit Bertumbuh ",
1560060920411607040,"serta penggunaan Prociuk Dalam Negeri bagi lingkungan dan
5         Mendukung sepenuhnya proses pembangunan Ibu Kota Nusantara

Humas Lapurwa",
1560057478150180865,Jokowi gas pol pembangunan Ibu Kota Nusantara ,
1560052403013005314,"Saksikan Samboja Expo Nusantara Yang Akan Dimeriahkan Artis Ibu Kota 
Di Lapangan Depan Pasar Kuala Samboja
20  31 Agustus 2022




 ",
1559982707236425728,"        Aku masih ingat ibu dulu mengikuti pelatihan gizi di PKK kampung Diundang narasumber dari dinas kesehatan kota Diberi tahu tentang gizi seimbang, misalnya protein harus ada, bisa dari tempetahukacang2antelurdst
Juga pembinaan pengelolaan keuangan keluarga Dst",
1559948712620613632,Melihat Upacara HUT RI Pertama Kali di Ibu Kota Nusantara ,
1559940619492986881,"Proses pelantikan Menpan RB pengganti almarhum Tjahjo Kumolo dikabarkan akan dilakukan di Ibu Kota Negara IKN Nusantara
 
 

 
",
1559934347700244480,"Pembangunan Istana Negara di lokasi Ibu Kota Negara IKN Nusantara di wilayah Kecamatan Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur saat ini dalam proses lelang ",
1559933670898946048,"Kelima, pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan Bukan hanya berisi kantorkantor pemerintah, tetapi juga motor penggerak ekonomi baru  ",
1559920068804284416,Upacara Kemerdekaan Pertama di Titik Nol Ibu Kota Nusantara Dipimpin Bambang Susantono  ,
1559904153765564416,Badan Otorita Ibu Kota Nusantara turut melaksanakan upacara hari kemerdekaan pertama kalinya di titik nol IKN  ,
1559895362521169921,"Peringatan Hari Ulang Tahun ke77 Republik Indonesia di Titik Nol Ibu Kota Nusantara IKN, Penajam Paser Utara, Kalimantan Timur pada Rabu, 17 Agustus 2022 berlangsung khidmat ",
1559885778230349824,Swasta ikut serta dalam pembangunan IKN Nusantara akan mendukung kemajuan negara Indonesia dalam pembangunan ibu kota baru ,
1559851889772085249,"Peresmian nama Nusantara untuk ibu kota baru beberapa waktu lalu telah disetujui oleh Presiden Jokowi 
",
1559851135866994690,"Nusantara akhirnya menjadi pilihan atas nama Ibu Kota Negara IKN oleh Presiden Joko Widodo Jokowi dan Dewan Perwakilan Rakyat DPR RI 
",
1559846268137922561,"Bulan Ini Jokowi Dijadwalkan Groundbreaking Istana Negara di Ibu Kota Nusantara
 
 lewat ",
1559846162580254721,"Agenda besar nasional yang kelima adalah pembangunan Ibu Kota Nusantara IKN yang harus terus dijaga keberlanjutannya Menurut Presiden, Kawasan Inti Pusat Pemerintahan memang akan dibangun oleh APBN, tetapi 80 persen investasi swasta turut diundang untuk ikut berpartisipasi ",
1559842887143428096, Terbukti Penggugat tidak paham proses Penyusunan RUU Ibu Kota Negara IKN:Nusantara yang dimulai sejak  umumkan pemindahan IKN ke Kalimatan Timur pada 26 Agustus 2019 hingga RUU masuk Prolegnas Prioritas 2021 pada 25 Maret 2021 kemudian disahkan  18 Januari 2022,
1559842870764650496,"perkuatan perlindungan hukum, sosial, politik dan ekonomi untuk rakyat, digitalisasi ekonomi agar UMKM naik kelas, serta pembangunan Ibu Kota Nusantara

",
1559842758395056128,Terbukti Penggugat tidak paham proses Penyusunan RUU Ibu Kota Negara IKN:Nusantara yang dimulai sejak  umumkan pemindahan IKN ke Kalimatan Timur pada 26 Agustus 2019 hingga RUU masuk Prolegnas Prioritas 2021 pada 25 Maret 2021 kemudian disahkan  18 Januari 2022 ,
1559837274996887552,"Pelantikan Menpan RB direncanakan di Ibu Kota Nusantara 

",
1559831406372478977,Presiden Jokowi bakal kembali berkunjung ke lokasi Ibu Kota Nusantara IKN untuk melakukan peletakan batu pertama Kapan ,
1559830338893127680,"Dirgahayu Kemerdekaan Republik Indonesia ke77 Merdeka

Menteri BUMN  mendukung upaya pemerintah dalam membangun Ibu Kota Nusantara yang mana ke depan IKN digadang dpt memberikan pertumbuhan perekonomian dan lain sebagainya dengan lebih baik
 ",
1559826502254051328,Istana rencanakan pelantikan menpan RB di Ibu Kota Nusantara ,
1559823607785631744,Orang Dalam Istana Sebut Jokowi Akan Lantik Menpan RB di Ibu Kota Nusantara ,
1559820875029168128,"Begitulah, kekayaan masyarakat adat di Nusantara terkesan hanya muncul secara simbolis dalam seremoni tahunan Ibu Kota  

",
1559814595488858112,"PT Pos Indonesia Persero telah menyusun inisiatif kerja untuk mendukung aktivitas pemerintahan di Ibu Kota Nusantara IKN, Kalimantan Timur, dengan memberikan pelayanan logistik berbasis teknologi terbaru dan modern

 

",
1559811391351312385,"

Presiden Jokowi bakal kembali berkunjung ke lokasi Ibu Kota Nusantara IKN untuk melakukan peletakan batu pertama Kapan",
1559809447374884864,"Pelantikan Menpan RB dijadwalkan berlangsung di IKN Nusantara bersamaan dengan peletakan batu pertama Istana Negara di ibu kota baru itu

   

",
1559808643566288899,serta penggunaan Produk dalam Negeri bagi lingkungan dan  Mendukung sepenuhnya proses pembangunan Ibu Kota Nusantara sekaligus mempersiapkan segala sesuatunya dalam rangka pemindahannya,
1559796635676594176,Pemindahan ibu kota menjadi Ibu Kota Nusantara harus juga diperhatikan dengan baik apakah berdampak baik pada hutan Kalimantan atau malah sebaliknya,
1559793844719595520,"naik kelas melalui digitalisasi, pendaftaran ekatalog pada pelaku UMKM, serta penggunaan produk dalam negeri bagi lingkungan dan
5Mendukung sepenuhnya proses pembangunan Ibu Kota Nusantara skaligus juga mempersiapkan sesuatunya dalam rangka pemindahan
Pada hari Kemerdekaan ",
1559788190407409664," Agenda kelima adalah pembangunan Ibu Kota Nusantara IKN yang harus terus dijaga keberlanjutannya Menurut Presiden, Kawasan Inti Pusat Pemerintahan memang akan dibangun oleh APBN, tetapi 80 persen investasi swasta turut diundang untuk ikut berpartisipasi ",
1559785263689519105,"Pembangunan Ibu Kota Nusantara Harus Berjalan Meski Terjadi Regenerasi Kepemimpinan

 ",
1559778434217574400,"Pembangunan Ibu Kota Nusantara IKN di Kalimatan Timur, mulai dilakukan Pemerintah pada tahun 2022 ini dan akan terus dilanjutkan pada tahuntahun yang akan datang 
Selengkapnya 
",
1559773526571114496,"Ibu Kota Negara Nusantara, diharapkan dapat menjadi penggerak ekonomi Indonesia di masa depan, menjadi simbol identitas nasional, dan menjadi kota dunia ideal yang dapat menjadi acuan dunia, kata Puan dalam Sidang Tahun Bersama MPR, DPR dan DPD, Selasa 168 ",
1559771996036415488,serta penggunaan Produk Dalam Negeri bagi lingkungan dan Mendukung sepenuhnya proses pembangunan Ibu Kota Nusantara sekaligus juga mempersiapkan segala sesuatunya dalam rangka pemindahannya,
1559764430258589696,"Pembangunan Ibu Kota Nusantara
 
 ",
1559762271651303424,"mendukung UMKM melalui digitalisasi dan penggunaan Produk Dalam Negeri bagi lingkungan, serta mendukung sepenuhnya proses pembangunan Ibu Kota Nusantara

Selamat Memperingati Hari Kemerdekaan Republik Indonesia ke77 
 Pulih Lebih Cepat, Bangkit Lebih Kuat ",
1559751878002581504,"Sejak proses pembebasan lahan untuk pembangunan infrastruktur pendukung Ibu Kota Nusantara IKN,  hingga kini terus mengawal untuk mendukung sekaligus memastikan semua berjalan sesuai prosedur  

",
1559751420806840327,"Terima kasih kepada:
Ketua dan Anggota Dewan Pertimbangan Presiden
Kepala Otorita Ibu Kota Nusantara
Kementrian PUPR
Penulis Naskah:
Oktaviyani D Lestari
Juru kamera:
Maulana Febriansyah
Musik:
Inspiring Uplifting Epic Adventure by ComaMedia  ",
1559747774090211328,"Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya, kata Jokowi saat menyampaikan pidato di sidang tahunan MPR, Selasa 1682022
 
 
  ",
1559733033082560512,"Otorita Ibu Kota Nusantara IKN menggelar upacara kemerdekaan di Titik Nol IKN pada peringatan HUT RI ke77 tanggal 17 Agustus Peringatan Kemerdekaan Republik Indonesia ini merupakan yang pertama kalinya digelar di Titik Nol IKN



 ",
1559728945116766209,"Kejaksaan Tinggi Kalimantan Timur Kejati Kaltim akan mengawal proses pembebasan lahan untuk pembangunan infrastruktur pendukung Ibu Kota Nusantara IKN
  ",
1559727887749902336,"Pindah ibu kota dengan semangat memajukan negara Indonesia
IKN Nusantara ",
1559709742666199040,"Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan Bukan hanya berisi kantorkantor pemerintah, tetapi juga motor penggerak ekonomi baru

Presiden  ",
1559707650346340352,"Persiapan Upacara Kemerdekaan Republik Indonesia di Titik Nol Ibu Kota Nusantara IKN, yang sebelumnya masuk wilayah Kecamatan Sepaku, Penajam Paser Utara, Kalimantan Timur

Simak rangkaian reportase langsung melalui  

   ",
1559707565529137153,"Pembangunan IKN Nusantara tidak hanya menyoal pembangunan fisik, pembangunan ibu kota negara baru juga akan disertai pembangunan interaksi warga, untuk membangun kota dengan baik, IKN Nusantara menjadi kota berkelanjutan 

 ",
1559706531863531520,"Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya, karena IKN bukan kota utk para ASN saja

Presiden  ",
1559702923587641344,"Presiden joko widodo meminta pembangunan ibu kota negara nusantara terus dijaga keberlanjutannya

 ",
1559697793367023617,"Menteri PPNKepala Bappenas,Suharso Monoarfa mengatakan anggaran pembangunan proyek Ibu Kota Negara IKN Nusantara sudah tersedia Rp23,6 triliun pada anggaran 2023 ",
1559690500872867845,"Pembangunan Ibu kota Nusantara harus berjalan meski terjadi regenerasi kepemimpinan
 
 ",
1559690424821981195,"Pembangunan Ibu kota Nusantara harus berjalan meski terjadi regenerasi kepemimpinan
 ",
1559688920698621952,"5 Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para Inovator dan para wirausahawan Bukan kota biasa, tetapi kota rimba dengan pelayanan pendidikan dan kesehatan kelas dunia",
1559679830454521856,"Menurutnya, peta jalan pembangunan juga akan menjamin kesinambungan pembangunan, tanpa bergantung pada momen elektoral lima tahunan, termasuk di dalamnya pemindahan Ibu Kota Nusantara IKN
 ",
1559677667472838658,Joko Widodo meminta pembangunan ibu kota negara Nusantara terus dijaga berkelanjutannya  ,
1559676483421224960,"Presiden Jokowi meminta pembangunan ibu kota negara nusantara terus dijaga ke berlanjutannya
 ",
1559676378953515011,Presiden Jokowi meminta pembangunan Ibu Kota Negara Nusantara terus dijaga keberlanjutannya  ,
1559676378412290048,"Ketua MPR RI, yaitu Bambang Soesatyo kembali menegaskan mengenai pembangunan Ibu Kota Nusantara yang harus berjalan meski terjadi regenerasi kepemimpinan  ",
1559577638955798529,"5 Agenda Besar itu adl

Hilirisasi dan industrialisasi sumber daya alam 
Optimalisasi sumber energi bersih dan ekonomi hijau 
Perlindungan hukum, sosial, politik, dan ekonomi utk rakyat
UMKM naik kelas Pembangunan Ibu Kota Nusantara

  ",
1559568364322045952,"Pembangunan IBU KOTA NUSANTARA harus dijaga keberlanjutannya

IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan Bukan hanya berisi kantorkantor pemerintah, tetapi juga motor penggerak ekonomi baru

  ",
1559563244649361408,Pembangunan ibu kota nusantara terus dilanjutkan ,
1559551816898998273,"Pembangunan Ibu Kota Nusantara Harus  Terus dijaga Keberlanjutanya

 Presiden Indonesia Maju ",
1559551749152718849,Pemerintah akan menyiapkan Rp 23 triliun untuk proyek Ibu Kota Nusantara IKN pada 2023 ,
1559541355856072704,"Kehadiran IKN akan menjadi motor penggerak ekonomi baru terutama ekonomi di Luar Jawa

Pembangunan Ibu Kota Nusantara termasuk dalam 5 agenda besar Indonesia Maju yg harus dijaga keberlanjutannya 

 
 ",
1559538777650933761,"Presiden Jokowi: Pembangunan Ibu Kota Nusantara
16 Agustus 2022

    ",
1559537674880716803,"Kelima, keberlanjutan pembangunan Ibu Kota Nusantara IKN Jokowi menyampaikan, IKN bukan hanya untuk para aparatur sipil negara tetapi juga para inovator dan para wirausahawan ",
1559532985632030720,Pidato Presiden  tentang Ibu Kota Nusantara ,
1559531529256050688,Kontrak tender pembangunan Ibu Kota Negara IKN Nusantara untuk infrastruktur dasar akan rampung pada Agustus 2022  ,
1559516749628076032,KATA PENGANTAR :Buku Kami  amp  Selesai Setelah Ikuti Pidato  di Sidang Tahun MPR 2022 16 Agustus 2022 dan Pidato  Soal IKN Dkutip Dalam Buku Kami amp Kami Gelari :Bapak Pembangunan Ibu Kota Negara IKN :  NUSANTARA MERDEKA ,
1559516491057221632,"5 Agenda Besar Indonesia Maju:
1 Hilirisasi dan industrialisasi sumber daya alam
2 Optimalisasi sumber energi bersih dan ekonomi hijau
3 Perlindungan hukum, sosial, politik, ekonomi untuk rakyat
4 UMKM naik kelas
5 Pembangunan Ibu Kota Nusantara
 ",
1559516434690375681,"yaitu hilirisasi dan industrialisasi sumber daya alam, optimalisasi sumber energi bersih dan ekonomi hijau, perkuatan perlindungan hukum, sosial, politik dan ekonomi untuk rakyat, digitalisasi ekonomi agar UMKM naik kelas, serta pembangunan Ibu Kota Nusantara
 ",
1559510285567893506,"Presiden Joko Widodo Jokowi mengajak seluruh elemen masyarakat untuk bersama menjaga keberlanjutan pembangunan Ibu Kota Negara IKN Nusantara
 

 
 

",
1559505022425395201,"Pembangunan Ibu Kota Nusantara IKN tidak hanya ditujukan untuk kantorkantor pemerintah dan ASN


 ",
1559503819322429440,"Simak pidato Presiden  tenteng pembangunan Ibu Kota Nusantara IKN 

 
 ",
1559501171240615936,"Penyelenggaraan acara ini sekaligus menegaskan komitmen dan kesiapan Otorita Ibu Kota Nusantara OIKN, para pekerja, dan para pemangku kepentingan untuk melaksanakan dan menyukseskan pembangunan IKN",
1559501166777892867,"Pada Rabu, 17 Agustus 2022 akan dilaksanakan Peringatan Hari Ulang Tahun ke77 Republik Indonesia yang berlokasi di Titik Nol Ibu Kota Nusantara IKN ",
1559500496737804288,"Pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan 

 
  ",
1559498841808076806," Puan 

  :Pembangunan Ibu Kota Negara Ibu Kota Negara, Nusantara, diharapkan dapat menjadi penggerak ekonomi Indonesia di masa depan, menjadi simbol identitas nasional, mnjad kota dunia ideal yang dapat menjadi acuan dunia2",
1559498778520190977," Puan 

  : Agenda strategis nasional kedapan lainnya adalah Pembangunan Ibu Kota Nusantara sebagaimana yang telah diamanatkan oleh UU No 3 Tahun 2022 tentang Ibu Kota Negara DPR RI telah memberikan dukungan untuk1",
1559495187881111552,"Presiden RI Joko Widodo Jokowi mengungkapkan citacitanya terkait proyek Ibu Kota Negara IKN Indonesia yang baru di Kalimantan Timur Di sidang tahunan MPR, Jokowi menginginkan pembangunan IKN yang bernama Nusantara itu menjadi kota rimba berkelas dunia
  ",
1559494580034084865,"Presiden Joko Widodo menekankan Pembangunan Ibu Kota Nusantara agar tetap dilanjutkan sebagaimana mestinya Adanya IKN bukan hanya utk para ASN dan kantor pemerintah, namun juga bagi para inovator, wirausahawan, dan motor penggerak ekonomi nasional
 
 ",
1559493686047547393,"Pembangunan Ibu Kota Nusantara termasuk dalam 5 agenda besar Indonesia Maju yg harus dijaga keberlanjutannya 

Kehadiran IKN akan menjadi motor penggerak ekonomi baru

 
 ",
1559492822910513152, Ibu Kota Nusantara ,
1559491520860143616," Presiden RI : Kelima, pembangunan Ibu Kota Nusantara harus dijaga keberlanjutannya IKN bukan hanya untuk para ASN, tetapi juga para inovator dan para wirausahawan Bukan hanya berisi kantorkantor pemerintah, tetapi juga motor penggerak ekonomi baru",
1559489065996627968,"Pembangunan Ibu Kota Negara IKN Nusantara di Provinsi Kalimantan Timur Kaltim menjadi salah satu agenda penting yang ditekankan Presiden  Hal itu disampaikan Jokowi dalam Pidato Kenegaraan menjelang HUT ke77 RI
 
 ",
