date,id,tweets,sentiment,processed_tweets
2022-10-17,1581907236049530880,"naah sudah terang benderang  
pindah ke ikn itu diatas segalanya 
macet banjir bodo amat


pj gubernur dki jakarta heru budi hartono bakal berdiskusi dengan berbagai ahli tata negara terkait pemindahan ibu kota jakarta dipindah ke ikn nusantara",,"naah terang benderang  
pindah diatas 
macet banjir bodo amat


pj gubernur dki jakarta heru budi hartono berdiskusi ahli tata terkait jakarta dipindah"
2022-10-17,1581904859871469568,"sinergi pembangunan ikn oleh polri dan majelis adat dayak nasional

sinergi antara polri dan majelis adat dayak nasional madn terus mendukung dan mengawal pembangunan ibu kota negara indonesia ikn di kaltim",,"sinergi polri majelis adat dayak nasional

sinergi polri majelis adat dayak nasional madn mendukung mengawal kaltim"
2022-10-17,1581865125572939777,menteri bumn erick thohir mengadakan meeting dengan mantan perdana menteri inggris tony blair yang merupakan salah satu dewan pengarah dalam pembangunan ibu kota negara nusantara pada senin  oktober,,menteri bumn erick thohir mengadakan meeting mantan perdana menteri inggris tony blair salah dewan pengarah senin  oktober
2022-10-17,1581837559570739202,kementerian investasibkpm bekerjasama dgn  menyelenggarakan webinar menilik ibu kota nusantara ikn bersama kepala otorita ibu kota nusantara ikn bapak bambang susantono dan deputi bidang promosi penanaman modal kemeninvesbkpm bapak nurul ichwan,,kementerian investasibkpm bekerjasama dgn  menyelenggarakan webinar menilik bambang susantono deputi bidang promosi penanaman modal kemeninvesbkpm nurul ichwan
2022-10-17,1581815616935464960,rencana peruntukan lahan dalam kawasan inti pusat pemerintahan ibu kota nusantara kipp ikn terdiri atas peruntukan lahan mikro dan mikro,,rencana peruntukan lahan inti pusat pemerintahan kipp peruntukan lahan mikro mikro
2022-10-17,1581812453939515392,"ikn disebut potensial bikin indonesia jadi pusat teknologi

ibu kota negara ikn nusantara disebut potensial untuk menjadi pusat teknologi di indonesia hal ini disebabkan ikn nusantara memiliki kepadatan yang lebih sedikit dibanding jakarta

dukung pembangunan ikn nusantara",,"potensial bikin pusat teknologi

ibu potensial pusat teknologi disebabkan memiliki kepadatan dibanding jakarta

dukung"
2022-10-16,1581796688704196608,"repost divisi humas polri
kapolri jenderal polisi drs listyo sigit prabowo  menuturkan polri akan terus bersinergi dengan majelis adat dayak nasional madn untuk mendukung dan mengawal pembangunan ibu kota nusantara ikn",,"repost divisi humas polri
kapolri jenderal polisi drs listyo sigit prabowo  polri bersinergi majelis adat dayak nasional madn mendukung mengawal"
2022-10-16,1581782040701292544,pemerintah saat ini memulai bangun jalan tol dari balikpapan menju ke ibu kota negara ikn nusantara pada bulan oktober tahun,,bangun jalan tol balikpapan menju oktober
2022-10-16,1581782037312192513,pemerintah resmi memulai pembangunan akses jalan tol yang menghubungkan kota balikpapan menuju ke kawasan inti pusat pemerintahan kipp ibu kota negara ikn nusantara pada oktober,,resmi akses jalan tol menghubungkan balikpapan inti pusat pemerintahan kipp oktober
2022-10-16,1581663464216723457,"ini yang penasaran sama calon ibu kota nusantara isinya gimna

hutan gaess ga ada bangunan tinggi",,"penasaran calon isinya gimna

hutan gaess ga bangunan"
2022-10-16,1581641548105932800,konsep smart city di ibu kota nusantara ikn di antaranya dengan menerapkan konsep forest city atau kota hutan diyakini dapat memancing satwa ende,,konsep smart city menerapkan konsep forest city atau hutan diyakini memancing satwa ende
2022-10-16,1581632284548964354,perizinan hak guna bangunan hgb untuk investor yang mau membangun ibu kota nusantara ikn bisa di perpanjang hinga  tahun untung atau buntung baca selengkapnya di bawah ini,,perizinan hak bangunan hgb investor membangun perpanjang hinga  untung buntung baca selengkapnya
2022-10-16,1581631978838728704,kita akan terus bersinergi berkolaborasi dan mengawal agar proses pembangunan ibu kota nusantara betulbetul bisa kita wujudkan,,bersinergi berkolaborasi mengawal proses betulbetul wujudkan
2022-10-16,1581631955841359872,kapolri jenderal polisi drs listyo sigit prabowo  menuturkan polri akan terus bersinergi dengan majelis adat dayak nasional madn untuk mendukung dan mengawal pembangunan ibu kota nusantara ikn,,kapolri jenderal polisi drs listyo sigit prabowo  polri bersinergi majelis adat dayak nasional madn mendukung mengawal
2022-10-16,1581627163278614528,memang belum lah sempurna tapi melalui  tangan dingin dan kerja keras bpk  wajah ibu kota menjadi berubah warga jakarta menghargai itu dan mata seluruh masyarakat se nusantara melihat itu,,sempurna  tangan dingin kerja keras bpk  wajah berubah warga jakarta menghargai mata masyarakat
2022-10-16,1581606274210615297,pembangunan ibu kota nusantara ikn mendapat dukungan dari berbagai lapisan masyarakat tidak terkecuali masyarakat lokal di sekitar ikn,,dukungan lapisan masyarakat terkecuali masyarakat lokal
2022-10-16,1581513658294996993,"polri dan majelis adat dayak nasional madn bersinergi untuk mendukung dan mengawal pembangunan ibu kota nusantara in di kalimantan timur

selengkapnya",,"polri majelis adat dayak nasional madn bersinergi mendukung mengawal in timur

selengkapnya"
2022-10-16,1581467146533552130,"untk menyambut lengsernya gub pembohong
akhirnya ibu kota negara terbebas bkn hny dr kelompok radikal tp jg dr bapak politik identitas
lambungkan ke seluruh nusantara cukup jakarta yg pernah mereka kuasai jgn indonesia",,"untk menyambut lengsernya gub pembohong
akhirnya terbebas bkn hny dr kelompok radikal tp jg dr politik identitas
lambungkan jakarta yg kuasai jgn"
2022-10-16,1581449971790123008,"rencana peruntukan lahan makro kipp ikn

rencana peruntukan lahan dalam kawasan inti pusat pemerintahan ibu kota nusantara kipp ikn terdiri atas peruntukan lahan mikro dan makro

dukung pembangunan ikn nusantara",,"rencana peruntukan lahan makro kipp ikn

rencana peruntukan lahan inti pusat pemerintahan kipp peruntukan lahan mikro makro

dukung"
2022-10-16,1581449884389224450,"teman minta waktunya sbntr ramaikan  unk menyambut lengsernya gub pembohong
akhirnya ibu kota negara terbebas bkn hny dr kelompok radikal tp jg dr bapak politik identitas
lambungkan ke seluruh nusantara cukup jakarta yg pernah mereka kuasai jgn indonesia",,"teman sbntr ramaikan  unk menyambut lengsernya gub pembohong
akhirnya terbebas bkn hny dr kelompok radikal tp jg dr politik identitas
lambungkan jakarta yg kuasai jgn"
2022-10-15,1581276431249612802,salingka media kaltim  polri bersama majelis adat dayak nasional dukung pembangunan ikn polri dan majelis adat dayak nasional madn bersinergi untuk terus mendukung dan mengawal pembangunan ibu kota nusantara ikn di kalimantan timur kaltim,,salingka media kaltim  polri majelis adat dayak nasional dukung polri majelis adat dayak nasional madn bersinergi mendukung mengawal kaltim
2022-10-15,1581257610690379776,polri dan majelis adat dayak nasional madn bersinergi untuk terus mendukung dan mengawal pembangunan ibu kota nusantara ikn di kalimantan timur,,polri majelis adat dayak nasional madn bersinergi mendukung mengawal
2022-10-15,1581256585317584896,kaporli listyo sigit prabowo menyatakan terus bersinergi dengan berbagai pihak untuk mengawal pembangunan ibu kota nusantara ikn di kaltim,,kaporli listyo sigit prabowo bersinergi mengawal kaltim
2022-10-15,1581242324960804865,"gagasan ini kemudian dilanjutkan oleh presiden republik indonesia dari masa ke masa hingga sekarang

saat ini pemindahan ibu kota sudah memasuki tahap pembangunan untuk itu dukungan dari seluruh masyarakat indonesia sangat diperlukan untuk wujudkan ibu kota nusantara",,"gagasan dilanjutkan republik sekarang

saat memasuki tahap dukungan masyarakat wujudkan"
2022-10-15,1581235678574104576,wapres berharap investor as berkontribusi dalam pembangunan ibu kota nusantara ikn,,wapres berharap investor as berkontribusi
2022-10-15,1581162067717165057,pembangunan ikn terus dilakukan sebentar lagi kita akan merasakan ibu kota negara baru dan bernuansakan nusantara yg menjadikan kebanggaan indonesia,,sebentar merasakan bernuansakan yg menjadikan kebanggaan
2022-10-15,1581135127748300800,arsjad rasjid mengapresiasi langkah pemerintah dengan menyiapkan berbagai kemudahan untuk kalangan pengusaha dan investor agar tertarik untuk menanamkan modalnya di ibu kota negara ikn nusantara,,arsjad rasjid mengapresiasi langkah kemudahan kalangan pengusaha investor tertarik menanamkan modalnya
2022-10-15,1581131039673831424,sekarang mulai paham kan ya kenapa presiden jokowi memilih nama nusantara sebagai nama ibu kota,,paham ya memilih nama nama
2022-10-15,1581123867744997376,dalam rangka pembangunan ibu kota nusantara ikn salah satu aspek penting dalam pengembangannya adalah pemanfaatan teknologi digital,,rangka salah aspek pengembangannya pemanfaatan teknologi digital
2022-10-15,1581120371821944832,"hari ini ibu yunimar akan menghadiri acara peresmian butik umkm tlatah nusantara dekranasda kabupaten bandung barat

selengkapnya ini dia agenda balai kota sabtu  oktober",,"yunimar menghadiri acara peresmian butik umkm tlatah dekranasda kabupaten bandung barat

selengkapnya agenda balai sabtu  oktober"
2022-10-14,1580905588581552129,presiden joko widodo memimpin rapat bersama jajarannya untuk membahas pembangunan ibu kota nusantara ikn di istana merdeka jakarta pada selasa  oktober,,memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober
2022-10-14,1580901870734036992,kdrt lagi tinggal baean lagi kdrt lagi baean lagi kdrt lagi baean lagi gitu ajah terus ampe ibu kota nusantara resmi jadi,,kdrt tinggal baean kdrt baean kdrt baean gitu ajah ampe resmi
2022-10-14,1580877709324222465,transformasi berbangsa dan bernegara merupakan salah satu pedoman dalam perancangan kawasan inti pusat pemerintahan ibu kota nusantara kipp ikn yang diterjemahkan melalui penciptaan ruang representasi budaya tanah air,,transformasi berbangsa bernegara salah pedoman perancangan inti pusat pemerintahan kipp diterjemahkan penciptaan ruang representasi budaya air
2022-10-14,1580787087166488578,"kepala otorita ibu kota nusantara ikn bambang susantono telah melantik  pejabat pimpinan tinggi madya otorita ikn

seluruh pejabat diamanatkan agar benar menjaga environment social and governance bambang juga menekankan tidak ada toleransi untuk korupsi di otorita ikn",,"bambang susantono melantik  pejabat pimpinan madya ikn

seluruh pejabat diamanatkan menjaga environment social and governance bambang menekankan toleransi korupsi"
2022-10-14,1580778578064867329,ini daftar nama pejabat ibu kota nusantara yang baru dilantik,,daftar nama pejabat dilantik
2022-10-14,1580768186836094977,pemasukan investasi sebagai modal untuk membangun proyek ibu kota negara atau ikn nusantara di kalimantan timur,,pemasukan investasi modal membangun proyek
2022-10-14,1580754518530469888,"kamis  kepala otorita ibu kota nusantara bambang susantono melantik lima orang pejabat pimpinan tinggi madya di lingkungan otorita ibu kota nusantara pelantikan tersebut berdasarkan keppres ri no tpa tahun 

foto humas kemensetneg",,"kamis  bambang susantono melantik orang pejabat pimpinan madya lingkungan pelantikan berdasarkan keppres ri no tpa 

foto humas kemensetneg"
2022-10-13,1580676176544419841,jalur logistik dan material khusus untuk pembangunan ibu kota negara ikn nusantara tengah dibuat begini penampakannya,,jalur logistik material khusus penampakannya
2022-10-13,1580554713669345280,hasto pdip jgn pilih capres  krn anies baswedan tolak pembangunan ikn nusantara tolak ibu kota pindah dari jakarta,,hasto pdip jgn pilih capres  krn anies baswedan tolak tolak pindah jakarta
2022-10-13,1580546784547737600,pejabat tinggi madya otorita ikn dilantik berikut daftarnya jakarta  lima pejabat tinggi madya otorita ibu kota nusantara ikn baru saja dilantik oleh kepala otorita ibu kota nusantara ikn bambang,,pejabat madya dilantik daftarnya jakarta  pejabat madya dilantik bambang
2022-10-13,1580511557305266177,"halo sahabat naker
hayooo siapa yang mau menjadi bagian dari rencana pembangunan ibu kota negara ikn nusantara",,"halo sahabat naker
hayooo rencana"
2022-10-13,1580493578911875075,"hasto pdip jgn pilih capres  tolak pemindahan ikn ke kaltim
anies baswedan tolak pembangunan ikn nusantara tolak ibu kota pindah dari jakarta",,"hasto pdip jgn pilih capres  tolak ke kaltim
anies baswedan tolak tolak pindah jakarta"
2022-10-13,1580493445978009600,myrna anak tokoh pers kaltim isi pemerintahan otorita ibu kota nusantara,,myrna anak tokoh pers kaltim isi pemerintahan
2022-10-13,1580490745772789761,hasto pdip anies baswedan tolak pembangunan ikn nusantara enggan ibu kota pindah dari jakarta jign pilih capres  menolak pemindahan ikn ke kaltim yg mempertahankan ibu kota tetap di jakarta,,hasto pdip anies baswedan tolak enggan pindah jakarta jign pilih capres  menolak ke kaltim yg mempertahankan jakarta
2022-10-13,1580475844170231808,tumpuan ekonomi balikpapan terkini tatap ibu kota negara jadi beranda ikn nusantara,,tumpuan ekonomi balikpapan terkini tatap beranda
2022-10-13,1580472824849829888,pembangunan ibu kota negara ikn nusantara merupakan pembangunan nasional,,nasional
2022-10-13,1580466055172198401,insentif kepada investor ibu kota nusantara ikn yang ditawarkan pemerintah berupa perizinan hak guna bangunan hgb hingga  tahun dinilai sama persis dengan penjajahan belanda sebelum kemerdekaan ri,,insentif investor ditawarkan perizinan hak bangunan hgb  dinilai persis penjajahan belanda kemerdekaan ri
2022-10-13,1580463727434141696,pemerintah telah menetapkan skema pendanaan untuk pembangunan ikn ketentuan ini tertuang dalam pp nomor  tahun  tentang pendanaan dan pengelolaan anggaran pemerintah dalam rangka persiapan pembangunan dan pemindahan ikn serta pemerintahan daerah khusus ibu kota nusantara,,menetapkan skema pendanaan ketentuan tertuang pp nomor   pendanaan pengelolaan anggaran rangka persiapan pemerintahan daerah khusus
2022-10-13,1580458069993324544,pelantikan tersebut berlandaskan keputusan presiden nomor tpa tahun  tentang pengangkatan jabatan pimpinan tinggi madya di lingkungan otorita ibu kota nusantara,,pelantikan berlandaskan keputusan nomor tpa  pengangkatan jabatan pimpinan madya lingkungan
2022-10-13,1580458053706870784,kepala otorita ibu kota nusantara oikn bambang susantono melantik lima pejabat tinggi madya di lingkungan otorita ibu kota nusantara di aula serbaguna kementerian sekretariat negara pada kamis,,oikn bambang susantono melantik pejabat madya lingkungan aula serbaguna kementerian sekretariat kamis
2022-10-13,1580455959872217088,tentang penyiapan pembangunan bidang pertahanan darat ibu kota nusantara dalam rangka menguatkan pertahanan negara  di aula ruang rapat kantor bupati penajam paser utara,,penyiapan bidang pertahanan darat rangka menguatkan pertahanan  aula ruang rapat kantor bupati penajam paser utara
2022-10-13,1580449444218122240,kepala otorita ibu kota nusantara ikn bambang susantono hari ini melantik lima pejabat pimpinan tinggi madya otorita ikn siapa saja,,bambang susantono melantik pejabat pimpinan madya
2022-10-13,1580429379758624768,menteri pemuda dan olahraga republik indonesia menpora ri zainudin amali mengatakan peringatan hari sumpah pemuda hsp tahun  akan dilaksanakan di ibu kota nusantara ikn kalimantan timur kaltim pada tanggal  oktober  mendatang,,menteri pemuda olahraga republik menpora ri zainudin amali peringatan sumpah pemuda hsp  dilaksanakan kaltim tanggal  oktober 
2022-10-13,1580364444437135361,"ibu kota nusantara ikn dirancang untuk menyediakan kawasan pejalan kaki sehingga menjadikan ikn sebagai tempat yang layak untuk beraktifitas 
keberadaan jalur hijau menawarkan mobilitas berbasis rekreasi yang terintegrasi dengan jaringan transportasi umum
keren banget kan",,"dirancang menyediakan pejalan kaki menjadikan layak beraktifitas 
keberadaan jalur hijau menawarkan mobilitas berbasis rekreasi terintegrasi jaringan transportasi umum
keren banget"
2022-10-13,1580351167401369600,"sukses membuat gaduh ri diberi imbalan yg bisa mengancam ibu kota negaraberarti dia membuat kader penyusup yg bisa mengancam kedamaian nkri
ibu kota nusantara di kalimantan harus bersih dari orang ormas terlarang",,"sukses gaduh ri imbalan yg mengancam negaraberarti kader penyusup yg mengancam kedamaian nkri
ibu bersih orang ormas terlarang"
2022-10-12,1580332679199100928,penamaan objek atau informasi apa pun di kawasan ibu kota nusantara ikn harus diutamakan menggunakan bahasa resmi negara,,penamaan objek informasi diutamakan bahasa resmi
2022-10-12,1580332484981669890,adanya proses penamaan objek atau informasi apa pun di kawasan ibu kota nusantara ikn yg harus diutamakan menggunakan bahasa resmi negara,,proses penamaan objek informasi yg diutamakan bahasa resmi
2022-10-12,1580222184118980609,"nanti kalau ibu kota sudah pindah ke ikn
yang tukang demo akan berfikir  kali karena ibu kota ikn akan di jaga sodara kita di kalimantan
dan nusantara kembali tentram dan damaibudaya asli leluhur nusantara akan tumbuh subur
salam paseduluran nusantara",,"pindah ikn
yang tukang demo berfikir  kali jaga sodara kalimantan
dan tentram damaibudaya asli leluhur tumbuh subur
salam paseduluran"
2022-10-12,1580221408264990721,batavia udah jadi ibu kota hindia belanda sejak  tahun lalu sebelumnya jayakarta sebelumnya lagi sunda kelapa sejarah nusantara bukan cuma  tahun kemerdekan yg dulunya rakyat hindia belanda makanya ikn bernama resmi nusantara indonesia bukan negara bekas jajahan belanda,,batavia udah hindia belanda  jayakarta sunda kelapa sejarah  kemerdekan yg dulunya rakyat hindia belanda bernama resmi bekas jajahan belanda
2022-10-12,1580186793432870912,walah bisa jadi ibu kota numpang nusantara,,walah numpang
2022-10-12,1580151209981509632,lingkungan perkantoran di kawasan inti pusat pemerintahan kipp ibu kota nusantara ikn dipersiapkan sebagai lingkungan perkantoran hijau berkinerja tinggi ramah lingkungan terkonsolidasi dan terintegrasi,,lingkungan perkantoran inti pusat pemerintahan kipp dipersiapkan lingkungan perkantoran hijau berkinerja ramah lingkungan terkonsolidasi terintegrasi
2022-10-12,1580130688967512065,kantor penghubung ibu kota nusantara banten usul anggaran rp miliar,,kantor penghubung banten usul anggaran rp miliar
2022-10-12,1580096933376364544,peringatan hari sumpah pemuda  oktober  bakal digelar di ibu kota nusantara,,peringatan sumpah pemuda  oktober  digelar
2022-10-12,1580087118096801792,sejumlah posisi jabatan organisasi otorita ibu kota nusantara akan segera diisi proses seleksinya akan langsung dipilih presiden dan disampaikan kepada kepala otorita ikn,,posisi jabatan organisasi diisi proses seleksinya langsung dipilih
2022-10-12,1580078459694743554,pemerintah menawarkan beberapa proyek di ibu kota negara nusantara kepada para investor dalam penjajakan pasar pada pertengahan bulan ini mengapa diperkirakan minim peminat,,menawarkan proyek investor penjajakan pasar pertengahan minim peminat
2022-10-12,1580066125454286848,cara ngeles gerombolan kadal dr segi posisi dan dana aja dah beda dki itu ibu kota negara yg merupakan miniatur  jg barometer  nusantara klo ga mau di bully karena ga bisa kerja  knp ga ikut pilkada daerah  aja semudah itu kok,,ngeles gerombolan kadal dr segi posisi dana aja dah beda dki yg miniatur  jg barometer  klo ga bully ga kerja  knp ga pilkada daerah  aja semudah
2022-10-12,1580023411639980032,pemerintah melalui kementerian  sedang membangun pusat data nasional di empat lokasi yaitu di wilayah jakarta bogor depok tangerang dan bekasi batam labuan bajo dan ibu kota negara nusantara,,kementerian  membangun pusat data nasional lokasi wilayah jakarta bogor depok tangerang bekasi batam labuan bajo
2022-10-12,1580000014364905473,"pengusaha rusia nilai peluang investasi di ikn sangat menarik

sejumlah pengusaha di rusia menilai peluang investasi di ibu kota nusantara ikn sangat menarik untuk dilakukan dan tengah mencari titik masuk untuk berinvestasi di proyek ibu kota baru indonesia tersebut",,"pengusaha rusia nilai peluang investasi menarik

sejumlah pengusaha rusia menilai peluang investasi menarik mencari masuk berinvestasi proyek"
2022-10-11,1579969544193335297,ibu kota nusantara dibangun dengan konsep kota hutan akan menjadi daya tarik tersendiri dan kelak menjadi kebanggaan masyarakat indonesia,,dibangun konsep hutan daya tarik tersendiri kelak kebanggaan masyarakat
2022-10-11,1579957935014563840,"proyek kereta cepat indonesia china 

ibu kota baru nusantara 

 proyek yang dibiayai apbn bokek tapi ambisi buat proyek untuk kepentingan siapa 

demi ikn properti negara di jakarta akan dijual di ikn pemerintah akan menyewa properti untuk kebutuhan operasional kerja",,"proyek kereta cepat china 

ibu 

 proyek dibiayai apbn bokek ambisi proyek kepentingan 

demi properti jakarta dijual menyewa properti kebutuhan operasional kerja"
2022-10-11,1579881907244134402,andai saja tidak ada wabah corona   ibu kota baru nusantara pusat pemerintahannya pasti  sudah berdiri megah  asri dan indah     tidak pengap polusi udara   macet  banjir dan banjir  seperti jakarta saat ini  hati hati dengan presiden baru yang bisa menjadikan ikn mangkrak,,andai wabah corona   pusat pemerintahannya  berdiri megah  asri indah     pengap polusi udara   macet  banjir banjir  jakarta  hati hati menjadikan mangkrak
2022-10-11,1579880633387474951,ibu kota pindah ke nusantara dan jakarta jadi kota startup,,pindah jakarta startup
2022-10-11,1579858255303823360,pembangunan ibu kota negara ikn nusantara diharapkan dapat meningkatkan tenaga pendidik dan infrastruktur pendidikan,,diharapkan meningkatkan tenaga pendidik infrastruktur pendidikan
2022-10-11,1579850449196236801,"dukung dan jaga keamanan pembangunan ibu kota ink nusantara






 



 berjuang bersama maluku",,"dukung jaga keamanan ink nusantara






 



 berjuang maluku"
2022-10-11,1579825662931529730,konser perayaan  tahun jkt di luar kota itu sebenarnya masih berlokasi di ibu kota tapi ibu kota nusantara,,konser perayaan  jkt berlokasi
2022-10-11,1579821367364567041,"ibu kota segera pindah ke ikn nusantara kaltim anies baswedan singgung daya tarik jakarta

        
 
 lewat",,"pindah kaltim anies baswedan singgung daya tarik jakarta

        
 
"
2022-10-11,1579819425250697216,"jakarta tu ibu kota negara miniatur  nusantara klo ga mampu benahi jkta ga usah jd gubernur ibu kota ga ada kaitanya dgn daerah lain
ga usah mencari pembenaran menggunakan dalih apapun
paham",,"jakarta tu miniatur  klo ga benahi jkta ga jd gubernur ga kaitanya dgn daerah lain
ga mencari pembenaran dalih apapun
paham"
2022-10-11,1579791844560756739,"oikn mempunyai tugas untuk melaksanakan kegiatan persiapan pembangunan serta pemindahan ibu kota negara

selain itu oikn juga memiliki tanggung jawab atas penyelenggaraan pemerintah daerah khusus ibu kota nusantara serta pengembangan ikn dan daerah mitra",,"oikn tugas melaksanakan kegiatan persiapan negara

selain oikn memiliki tanggung penyelenggaraan daerah khusus pengembangan daerah mitra"
2022-10-11,1579791821781491712,susunan organisasi otorita ibu kota nusantara oikn diatur dalam peraturan kepala otorita ibu kota nusantara nomor  tahun  tentang organisasi dan tata kerja otorita ibu kota nusantara,,susunan organisasi oikn diatur peraturan nomor   organisasi tata kerja
2022-10-11,1579785980978270208,menteri pemuda dan olahraga republik indonesia menpora ri zainudin amali mengatakan bahwa peringatan hari sumpah pemuda hsp  akan dilaksanakan di ibu kota nusantara ikn kalimantan timur kaltim pada  oktober  mendatang,,menteri pemuda olahraga republik menpora ri zainudin amali peringatan sumpah pemuda hsp  dilaksanakan kaltim  oktober 
2022-10-11,1579774841406001152,ikapakarti siap mendukung serta menjaga keamanan pembangunan ibu kota ikn nusantara mahasiswa nusa tenggara barat mendukung pembangunan ikn nusantara,,ikapakarti mendukung menjaga keamanan mahasiswa nusa tenggara barat mendukung
2022-10-11,1579765471330848769,pembangunan ibu kota ikn nusantara,,
2022-10-11,1579749196848332803,tahun  ibu kota udah bukan jakarta lagi status ibu kota pindah ke kota nusantara di penajem paser utara kalimantan timur,, udah jakarta status pindah penajem paser utara
2022-10-11,1579746135744614400,"udah tau belum  tujuan utaman ikn ibu kota nusantara






 



jawa barat",,"udah tau  tujuan utaman nusantara






 



jawa barat"
2022-10-11,1579745950880661504,"inilah  prioritas investasi di ikn ibu kota nusantara






 



jawa barat",," prioritas investasi nusantara






 



jawa barat"
2022-10-11,1579730109191229440,rencana pemberian perizinan hak guna bangunan hgb selama  tahun yang berpotensi diperpanjang hingga  tahun di ibu kota negara ikn nusantara,,rencana pemberian perizinan hak bangunan hgb  berpotensi diperpanjang 
2022-10-11,1579722464376262658,"ikn siap mendukung serta menjaga keamanan pembangunan ibu kota ikn nusantara







 


 jawa barat",,"mendukung menjaga keamanan nusantara







 


 jawa barat"
2022-10-11,1579720394168471559,siap mendukung serta menjaga keamanan pembangunan ibu kota ikn nusantara,,mendukung menjaga keamanan
2022-10-11,1579693070907764736,dalam rangka pembangunan ibu kota nusantara ikn telkom indonesia secara aktif berkontribusi pada proses pembangunan ikn khususnya pada aspek teknologi informasi dan telekomunikasi,,rangka telkom aktif berkontribusi proses aspek teknologi informasi telekomunikasi
2022-10-11,1579674783180259328,puncak hari sumpah pemuda ke tahun  akan dipusatkan di ibu kota negara ikn nusantara di penajam paser utara kalimantan timur pada  oktober mendatang,,puncak sumpah pemuda  dipusatkan penajam paser utara  oktober
2022-10-11,1579657831183437824,lanjutkan kami menanti ibu kota baru negara nusantara,,lanjutkan
2022-10-11,1579653972818014208,ibu kota pindah ke nusantara jakarta bisa jadi ibu kota startup,,pindah jakarta startup
2022-10-10,1579610101878763522,agar tertarik berinvestasi di ibu kota nusantara ikn pada pertengahan oktober  mendatang yuk kita dukung,,tertarik berinvestasi pertengahan oktober  yuk dukung
2022-10-10,1579609214460506117,agar tertarik berinvestasi diii ibu kota nusantara ikn pada pertengahan oktober  mendatang,,tertarik berinvestasi diii pertengahan oktober 
2022-10-10,1579609113205813248,agar tertarik berinvestasi di ibu kota nusantara ikn pada pertengahan oktober  mendatang,,tertarik berinvestasi pertengahan oktober 
2022-10-10,1579607942332297218,agar mereka merasa tertarik untuk berinvestasi di ibu kota nusantara ikn pada pertengahan oktober  mendatang,,tertarik berinvestasi pertengahan oktober 
2022-10-10,1579607715592011779,airlangga menekankan bahwa krisis global yang sedang terjadi harus diatasi bersamasama agar tertarik berinvestasi di ibu kota nusantara ikn pada pertengahan oktober  mendatang,,airlangga menekankan krisis global diatasi bersamasama tertarik berinvestasi pertengahan oktober 
2022-10-10,1579607714925355009,presiden joko widodo berencana akan memimpin langsung jajak pasar atau market sounding kepada para calon investoragar tertarik berinvestasi di ibu kota nusantara ikn pada pertengahan oktober  mendatang,,berencana memimpin langsung jajak pasar market sounding calon investoragar tertarik berinvestasi pertengahan oktober 
2022-10-10,1579607714283429888,supaya lebih tertarik berinvestasi di ibu kota nusantara ikn pada pertengahan bulan oktober  mendatang,,tertarik berinvestasi pertengahan oktober 
2022-10-10,1579512649796440066,pemerintah telah menetapkan ibu kota negara indonesia akan dialihkan ke nusantara meski begitu jakarta akan bertransformasi menjadi ibu kota startup,,menetapkan dialihkan jakarta bertransformasi startup
2022-10-10,1579481965740580864,presiden joko widodo memimpin rapat bersama jajarannya untuk membahas pembangunan ibu kota nusantara ikn di istana merdeka jakarta pada selasa  oktober  dalam keterangannya selepas rapat,,memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober  keterangannya selepas rapat
2022-10-10,1579456660787302401,kementerian agraria dan tata ruangbadan pertanahan nasional atrbpn menawarkan hak guna bangunan hgb berdurasi  hingga  tahun kepada investor yang tertarik investasi di ibu kota negara ikn nusantara,,kementerian agraria tata ruangbadan pertanahan nasional atrbpn menawarkan hak bangunan hgb berdurasi   investor tertarik investasi
2022-10-10,1579447292012417027,pemerintah melalui kemkominfo saat ini tengah membangun pusat data nasional di empat lokasi yaitu di wilayah jakarta bogor depok tangerang dan bekasi batam labuan bajo dan ibu kota negara nusantara,,kemkominfo membangun pusat data nasional lokasi wilayah jakarta bogor depok tangerang bekasi batam labuan bajo
2022-10-10,1579430093679906816,"otorita ibu kota nusantara oikn memberikan kesempatan kepada putraputri terbaik bangsa untuk menjadi bagian dalam sejarah pembangunan ibu kota negara

pengisian jabatan pimpinan tinggi madya dan pratama oikn akan segera dilaksanakan",,"oikn kesempatan putraputri terbaik bangsa sejarah negara

pengisian jabatan pimpinan madya pratama oikn dilaksanakan"
2022-10-10,1579430090974580736,mari bergabung dalam sejarah baru pemindahan ibu kota indonesia menuju nusantara,,mari bergabung sejarah
2022-10-10,1579415011856125953,waw ibu kota segera pindah ke ikn nusantara kaltim anies baswedan singgung daya tarik jakarta,,waw pindah kaltim anies baswedan singgung daya tarik jakarta
2022-10-10,1579413680826875905,pt pp persero tbk ptpp perusahaan konstruksi dan investasi bekerjasama dengan lg cns company limited lg cns mengembangkan proyek smart city di ibu kota negara ikn nusantara kalimantan timur,,pt pp persero tbk ptpp perusahaan konstruksi investasi bekerjasama lg cns company limited lg cns mengembangkan proyek smart city
2022-10-10,1579407994127028224,"kantor bahasa provinsi kalimantan timur mengadakan diskusi kelompok terpumpun dkt klinik bahasa negara klisara di ibu kota nusantara ikn 

selengkapnya di",,"kantor bahasa provinsi mengadakan diskusi kelompok terpumpun dkt klinik bahasa klisara 

selengkapnya"
