date,id,tweets,sentiment,processed_tweets
2022-10-29,1586261447243616261,"kerennya indonesia kita

presiden joko widodo meluncurkan metaverse khusus ibu kota negara ikn nusantara bernama jagat nusantara

baca artikel cnn indonesia jokowi luncurkan metaverse ikn bernama jagat nusantara selengkapnya di sini",,"kerennya kita

presiden widodo meluncurkan metaverse khusus bernama jagat nusantara

baca artikel cnn luncurkan metaverse bernama jagat selengkapnya"
2022-10-29,1586260554145878017,masih gratis anda bisa jalanjalan ke ibu kota nusantara lewat jagat,,gratis jalanjalan jagat
2022-10-29,1586251675303481345,presiden jokowi meninjau pembangunan infrastruktur kawasan ibu kota nusantara ikn di kabupaten penajam paser utara provinsi kalimantan timur pada selasa  oktober,,meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober
2022-10-29,1586242527690006528,para seniman tanah air jg dapat berkreasi amp menikmati hasilnya seperti konser musik kita juga bisa berolahraga akan menjadi pengalaman bersama yg seru ayo generasi muda mari kita membangun ibu kota nusantara bersamasama melalui inovasi amp kreativitas ungkap presiden jokowi,,seniman air jg berkreasi amp menikmati hasilnya konser musik berolahraga pengalaman yg seru ayo generasi muda mari membangun bersamasama inovasi amp kreativitas
2022-10-29,1586242511135121409,layar menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital dalam video tersebut presiden jokowi juga mengajak para generasi muda untuk bersatu bertepatan dengan momen hari sumpah pemuda,,layar menampilkan versi avatar mengajak peserta memasuki versi digital video mengajak generasi muda bersatu bertepatan momen sumpah pemuda
2022-10-29,1586238344651886592,presiden jokowi versi avatar akan mengajak para peserta memasuki ibu kota nusantara ikn versi digital,,versi avatar mengajak peserta memasuki versi digital
2022-10-29,1586237873799319552,ada yang berbeda dalam kunjungan presiden joko widodo ke ibu kota nusantara ikn pada selasa  oktober  biasanya presiden dan rombongan menggunakan jalur darat dari balikpapan ke ikn dengan waktu tempuh selama  jam,,berbeda kunjungan selasa  oktober  rombongan jalur darat balikpapan tempuh  jam
2022-10-29,1586236330555514880,"info  jagat nusantara tampilkan dunia virtual ibu kota negara baru

aceh mendukung",,"info  jagat tampilkan dunia virtual baru

aceh mendukung"
2022-10-29,1586235315911462913,"news  jagat nusantara tampilkan dunia virtual ibu kota negara baru

aceh mendukung",,"news  jagat tampilkan dunia virtual baru

aceh mendukung"
2022-10-29,1586225280368377856,"pak  hadiri peluncuran platform digital jagat nusantara metaverse ikn 
generasi muda harus bersatu bangun masa depan bangsa baik scr ekonomi riil maupun ekonomi digital ayo ikut saya kita mulai dr sini selamat datang di ibu kota nusantara ucap presiden",," hadiri peluncuran platform digital jagat metaverse 
generasi muda bersatu bangun bangsa scr ekonomi riil ekonomi digital ayo dr selamat"
2022-10-29,1586207720436158465,halu,,halu
2022-10-29,1586205166428004352,kunjungi ibu kota nusantara di kaltim jokowi pembangunan akan terlihat januari,,kunjungi kaltim januari
2022-10-29,1586204191453638656,penipuan ko semakin masif yasetiap hari ada aja,,penipuan ko masif yasetiap aja
2022-10-29,1586200056935288832,"gubernur kaltim isran noor menyinggung pihakpihak yang tak setuju terhadap pembangunan ibu kota nusantara ikn
ia menekankan bahwa pembangunan ikn merupakan kepentingan nasional

tahu sendiri mayoritas kadrun pasti tidak setuju",,"gubernur kaltim isran noor menyinggung pihakpihak setuju ikn
ia menekankan kepentingan nasional

tahu mayoritas kadrun setuju"
2022-10-29,1586199012184817664,para generasi muda harus bersatu untuk membangun masa depan bangsa baik secara ekonomi riil maupun ekonomi digital nah ini salah satunya ayo ikut saya masa depan kita mulai dari sini selamat datang di ibu kota nusantara,,generasi muda bersatu membangun bangsa ekonomi riil ekonomi digital salah satunya ayo selamat
2022-10-29,1586198534747217920,kenalkan namanya  jagat nusantara platform digital berbasis interaksi sosial di dunia virtual aplikasi jalan jalan virtual menuju ibu kota nusantara ikn versi digital,,kenalkan namanya  jagat platform digital berbasis interaksi sosial dunia virtual aplikasi jalan jalan virtual versi digital
2022-10-29,1586191131338866688,presiden jokowi menghimbau untuk penerapan tenaga kerja di ibu kota nusantara sesuai dengan kebutuhan,,menghimbau penerapan tenaga kerja sesuai kebutuhan
2022-10-29,1586177608232075264,keberadaan jembatan pulau balang memiliki peran penting dalam pembangunan ibu kota nusantara ikn,,keberadaan jembatan pulau balang memiliki peran
2022-10-29,1586170076247433217,"selamat datang di ibu kota nusantara

menteri bumn  turut hadir dalam acara peluncuran platform digital lokal jagat nusantara digelar di djakarta theater jakarta pusat",,"selamat nusantara

menteri bumn  hadir acara peluncuran platform digital lokal jagat digelar djakarta theater jakarta pusat"
2022-10-29,1586163908188209152,"sederet pembangunan infrastruktur dasar ibu kota nusantara atau ikn nusantara di kalimantan timur dimulai pada  ini
antara lain bbpjn telah menyiapkan pembangunan sarana jalan tol dan pendukung pembangunan infrastruktur ibu kota nusantara atau ikn nusantara",,"sederet infrastruktur dasar  ini
antara bbpjn sarana jalan tol pendukung infrastruktur"
2022-10-29,1586163753967489024,"kebijakan yg tepat dari pakde jokowi 
benar kata pakde ibu kota bukan hanya simbol identitas bangsa tetapi juga representasi kemajuan bangsaini demi terwujudnya pemerataan dan keadilan ekonomiini demi visi indonesia maju indonesia yg hidup selamalamanya

ikn nusantara",,"kebijakan yg pakde 
benar pakde simbol identitas bangsa representasi kemajuan bangsaini terwujudnya pemerataan keadilan ekonomiini visi maju yg hidup selamalamanya

ikn"
2022-10-29,1586163406704443392,"infrastruktur dasar dan paling awal dibangun di ikn nusantara adalah sumber air karena akan jadi nyawa ibu kota baru nantipresiden jokowi

ketakutan finansial ari lasso
rehan lisa open po halloween",,"infrastruktur dasar dibangun sumber air nyawa nantipresiden jokowi

ketakutan finansial ari lasso
rehan lisa open po halloween"
2022-10-29,1586159755831443457,"balai besar pelaksanaan jalan nasional bbpjn telah siapkan pembangunan sarana jalan dan pendukung pembangunan infrastruktur ibu kota nusantara atau ikn nusantara

selanjutnya pembangunan jalan dari karang joang menuju kariangau langsung ke pulau balang",,"balai pelaksanaan jalan nasional bbpjn siapkan sarana jalan pendukung infrastruktur nusantara

selanjutnya jalan karang joang kariangau langsung pulau balang"
2022-10-29,1586156048309956609,"ya
ibu kota
negara baru 
jagad nusantara
inves dong un konsesi  th",,"ya
ibu kota
negara 
jagad nusantara
inves un konsesi  th"
2022-10-28,1586139532981784576,"presiden joko widodo meluncurkan metaverse khusus ibu kota negara ikn nusantara bernama jagat nusantara

metaverse ikn nusantara ini adalah hasil kolaborasi berbagai anak bangsa untuk mendukung pembangunan ibu kota negara baru",,"widodo meluncurkan metaverse khusus bernama jagat nusantara

metaverse hasil kolaborasi anak bangsa mendukung"
2022-10-28,1586133976246210561,menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital dlam video tersebut presiden jokowi juga mengajak para generasi muda untk bersatu bertepatn dengan momen hari sumpah pemuda,,menampilkan versi avatar mengajak peserta memasuki versi digital dlam video mengajak generasi muda untk bersatu bertepatn momen sumpah pemuda
2022-10-28,1586132422139473922,plt sesmenpora jonni mardizal mengatakan bahwa beliau telah membuka secara resmi kemah pemuda indonesia di ibu kota nusantara,,plt sesmenpora jonni mardizal beliau membuka resmi kemah pemuda
2022-10-28,1586130961242423296,plt sesmenpora jonni mardizal membuka secara resmi kemah pemuda indonesia di ibu kota nusantara,,plt sesmenpora jonni mardizal membuka resmi kemah pemuda
